glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
0.79,14.86,4.86,5.45,0.02886633638125038
4.73,1.79,1.76,0.15,0.04077527387392249
7.79,20.41,7.98,2.53,0.671342417479449
1.13,3.13,5.64,4.04,0.038039424725442604
2.58,20.35,1.12,5.56,0.19376908886515232
2.09,2.13,2.78,1.21,0.04625355668998926
5.32,17.2,3.98,4.0,0.44493049393293965
3.71,0.8,7.8,4.93,0.04887298616991396
0.83,11.28,5.12,1.22,0.03258417179373887
5.82,13.39,1.75,0.93,0.25280669801832567
7.61,8.13,2.03,4.45,0.3722857981220657
7.39,6.98,6.99,4.16,0.37609449374155246
3.52,10.74,5.84,1.35,0.2799339504577509
4.74,16.37,4.36,3.69,0.39176494103537907
5.51,5.06,3.34,3.24,0.2526072463724944
7.82,16.38,3.47,5.85,0.6363703051643195
1.17,5.25,2.8,1.45,0.06418577279989136
6.29,1.08,1.5,1.83,0.13753661320451238
6.87,21.91,6.41,1.17,0.3180471362165981
5.7,0.85,2.55,4.86,0.1112864200662239
4.62,3.83,3.56,1.27,0.18371436099817798
3.99,12.25,2.86,5.63,0.3230163812540502
5.67,21.09,6.11,4.0,0.47701315516422665
5.02,0.15,4.95,2.2,0.06537627215136885
1.27,11.17,5.91,5.77,0.0734803613311128
3.8,13.61,6.82,2.07,0.30560007944278034
1.51,7.12,7.2,1.04,0.09568781024379015
3.36,11.67,6.79,5.63,0.2652675910377342
4.32,23.31,1.38,1.03,0.2530809859154931
9.5,12.79,1.57,2.98,0.2879254694835682
7.85,20.69,6.93,3.46,0.6768423022619547
8.68,12.8,4.9,4.58,0.6067336518846547
4.31,1.93,2.87,3.78,0.1078251604224616
2.0,3.79,2.42,0.29,0.07883219615624934
7.46,6.54,1.08,4.22,0.19806338028169035
8.44,0.59,1.95,5.68,0.18538506651987233
3.91,23.47,2.27,1.39,0.31568320154402846
2.22,2.22,7.18,5.88,0.05340281837977724
9.55,21.32,6.79,4.0,0.8326723710996333
8.28,5.29,3.16,3.88,0.34969798432852284
8.76,16.55,6.73,2.9,0.6964888108295891
7.2,24.5,1.31,5.57,0.2402435446009389
5.27,16.12,7.04,2.52,0.44034725661418433
4.25,13.23,0.25,3.03,0.04584800469483579
2.98,23.21,0.79,2.81,0.14487969483568083
9.48,22.54,5.64,3.58,0.8262558388533764
2.88,9.24,0.81,4.74,0.1485475352112679
3.31,16.73,2.92,2.84,0.2606843537189788
5.59,20.07,1.77,2.45,0.3246038732394368
1.39,1.99,4.88,1.22,0.018956375692618557
0.69,22.44,4.32,0.89,0.019571747850028763
0.63,3.08,3.82,4.04,0.012029001687205098
6.45,3.7,5.1,2.49,0.23672246955614465
4.7,20.06,2.73,0.97,0.26368010438470213
8.75,5.38,2.42,4.27,0.3672534932416831
6.87,20.03,1.55,2.18,0.2842576291079816
1.35,13.57,2.41,4.16,0.08091603215608949
8.92,24.85,3.39,0.37,0.1005790088890094
3.13,16.93,1.17,1.87,0.214568661971831
0.66,11.93,1.75,0.64,0.016783371290662562
4.17,8.85,4.35,4.52,0.3090036233639898
1.21,19.8,0.31,2.71,0.05685152582159632
5.92,23.93,4.63,1.04,0.28270856552586315
5.22,9.96,3.89,1.26,0.3425123005409513
5.06,3.84,5.98,3.6,0.19833785081819785
0.88,22.25,4.97,1.97,0.03723146605934954
0.55,15.84,3.05,5.45,0.006559323906319054
8.7,2.61,1.99,0.24,0.06524043819827598
4.98,19.72,4.01,2.63,0.4137644801654041
2.65,16.89,5.21,3.74,0.20018562111140953
2.74,6.75,6.92,0.18,0.048930328648708214
1.9,15.29,6.55,2.21,0.131437061330081
6.57,13.97,0.61,3.77,0.1118691314553988
8.16,24.81,0.33,3.99,0.06051936619718312
4.2,0.34,4.95,0.82,0.047239271618060304
3.85,6.61,2.95,3.01,0.2428924065452146
3.66,13.86,1.99,3.85,0.2927670149502659
8.55,5.68,4.11,3.93,0.3715449635753242
5.69,9.2,5.17,0.27,0.07339549297305677
3.76,13.36,0.26,3.1,0.04768192488262902
6.58,19.0,1.0,5.94,0.18339201877934283
6.1,9.14,2.07,3.48,0.37962147887323944
8.83,13.06,5.33,2.21,0.6007557017424622
3.94,7.23,5.67,2.22,0.2612566334393193
1.99,9.3,6.85,4.46,0.13968688850384067
3.41,22.68,0.69,0.39,0.10601571207219981
1.36,3.0,0.79,4.0,0.04570652026977064
6.05,16.23,5.54,4.57,0.5118457587867667
2.15,15.6,4.68,5.67,0.15435324792385724
2.4,1.56,5.26,4.47,0.03632938122092209
2.9,14.31,0.57,5.76,0.10453345070422533
1.19,1.78,0.45,2.62,0.0056327516343781005
1.06,18.64,7.2,1.64,0.05396172541554794
6.32,1.15,3.15,1.83,0.14097018277112322
2.36,16.15,1.13,5.18,0.17360284466262904
6.68,17.8,7.49,5.66,0.5695945490030827
5.56,12.43,2.75,4.32,0.4549992271721182
5.43,23.33,1.99,1.93,0.3649501173708914
3.23,20.17,0.88,2.79,0.16138497652582162
4.33,1.92,3.35,3.13,0.1080743711168123
0.74,12.8,7.68,5.88,0.02421904211563979
5.36,12.93,2.36,5.98,0.432805164319249
2.81,11.38,0.12,2.16,0.022007042253521125
0.81,18.62,4.53,3.48,0.030725254087494547
2.94,20.39,0.13,2.07,0.023840962441314374
6.63,22.71,1.95,3.29,0.35761443661971837
5.43,21.87,0.5,2.6,0.09169600938967139
2.23,23.38,1.72,5.59,0.16168642763386476
6.58,2.92,4.7,1.98,0.21260441235841354
3.89,11.06,3.44,4.02,0.3138499066165402
7.71,8.3,7.4,5.64,0.42938898997451463
2.85,6.56,5.46,3.65,0.19583407512907242
1.75,22.12,5.47,2.24,0.11768734937381539
6.87,2.91,3.8,1.1,0.22107757596634214
0.51,8.52,1.29,3.84,0.0028414884938305195
6.77,3.8,0.29,4.78,0.05318368544600938
8.4,18.15,2.05,4.35,0.3759536384976527
2.54,5.44,4.42,4.11,0.1558918816343956
6.08,10.78,6.78,4.4,0.44099650416536373
5.84,8.06,1.66,2.57,0.3044307511737103
2.94,8.55,4.17,1.1,0.22676839756019013
8.08,3.72,3.9,4.5,0.2870907198921631
4.9,9.09,3.85,5.11,0.34802760551396134
9.91,15.82,6.37,0.19,0.05164868024030632
8.82,23.86,4.64,4.55,0.7657571062458071
5.18,7.23,6.83,3.62,0.3124010714143543
5.84,16.51,6.86,4.42,0.49259616204799433
2.19,11.72,7.84,3.37,0.15801983777886142
9.39,20.35,5.36,2.16,0.5871639437844945
3.11,16.12,3.52,4.81,0.24235140444395809
7.63,7.87,5.65,3.02,0.4128157015118256
3.3,10.38,7.17,2.22,0.25976770625522794
2.95,8.86,1.8,3.31,0.22768504502394118
1.56,20.45,1.88,3.63,0.10027104756254533
1.34,24.46,3.69,4.95,0.0799865733029676
7.71,17.87,6.64,0.69,0.18756625982004949
6.82,6.72,6.31,5.75,0.3491222791846268
9.02,2.96,3.02,2.25,0.28836446344106803
1.31,2.54,3.14,5.95,0.03285156144389757
5.73,15.58,3.82,4.01,0.48251303994673295
9.57,14.76,0.61,3.01,0.1118691314554001
9.93,9.75,4.79,0.73,0.19843966618642453
1.5,21.88,2.47,1.9,0.0947711627800387
3.93,24.17,0.77,4.93,0.1412118544600941
3.48,21.25,7.93,2.16,0.276267360602747
1.38,3.69,6.09,0.96,0.062463877310640625
2.68,5.19,2.91,0.54,0.14679098594612466
8.58,21.52,3.36,3.71,0.6161971830985916
6.46,18.76,4.21,3.11,0.5494283048005595
6.35,17.61,2.84,2.05,0.5208333333333338
2.77,13.77,2.95,3.29,0.21118539067642228
4.12,20.93,0.68,3.48,0.12470657276995334
5.8,9.65,3.43,4.82,0.4022020748515686
2.88,21.8,7.18,3.94,0.22126851277768356
7.75,15.36,4.25,5.8,0.6228023504169952
2.9,3.94,2.37,3.73,0.1313947640865508
1.93,22.73,3.35,5.11,0.13418700372133427
2.57,7.9,0.57,1.62,0.1045334507042254
4.95,23.66,3.17,3.87,0.4110145377741507
4.33,1.27,4.08,0.49,0.08467625592498343
8.85,18.85,3.09,3.88,0.5666813380281688
1.21,17.59,6.6,4.95,0.06790360821237974
2.91,6.67,4.22,5.81,0.20111379036112756
9.21,9.05,6.26,5.54,0.5025064390746145
2.68,20.77,2.22,2.13,0.20293556350266273
2.07,12.73,6.76,3.22,0.14702006821384872
1.32,6.37,4.55,3.54,0.07812765559672326
5.81,2.02,6.05,5.47,0.15675352674667625
5.15,18.0,7.32,3.89,0.42934748704916903
6.78,18.06,2.16,3.54,0.3961267605633804
8.44,7.47,7.19,3.76,0.4261393255700658
4.29,15.62,3.27,5.04,0.35051580516658143
4.87,22.54,4.13,4.0,0.4036813580641428
9.98,3.76,5.92,0.92,0.2500883464267444
8.4,14.95,7.51,5.21,0.6432325528366869
0.84,3.52,4.85,3.16,0.03228699363537408
1.77,3.32,4.56,0.39,0.07187554359386895
8.75,20.2,6.3,0.19,0.05164868024030632
0.57,13.79,7.96,2.12,0.008418241612563257
3.51,3.44,5.43,3.92,0.13496939493144436
1.1,11.74,5.37,3.01,0.05767956082803639
6.78,20.43,5.52,3.74,0.5787610236405931
8.55,22.52,3.17,1.12,0.30445537825862024
8.2,5.42,7.44,0.23,0.06252208660669886
9.22,14.77,6.22,2.45,0.6659961399407348
9.92,5.77,2.19,0.4,0.10873406366379945
9.41,11.46,5.43,4.16,0.5873226800307312
8.76,16.66,4.54,4.29,0.699013892027528
7.53,4.73,0.97,0.54,0.14679098594613005
3.8,12.5,4.96,5.75,0.30560007944278017
3.37,19.05,4.3,1.4,0.26618423850148526
6.19,24.18,1.08,3.09,0.1980633802816904
0.61,8.1,5.0,5.06,0.012136077025051746
7.33,11.63,7.28,1.89,0.5137684508114272
7.56,11.9,7.2,4.8,0.5346540613252962
9.02,5.43,5.38,4.46,0.377277301170017
7.45,12.65,0.19,1.64,0.03484448356807501
3.3,21.32,6.74,0.72,0.19572131459482886
9.5,4.64,3.37,1.37,0.3634599526721203
8.62,18.76,2.89,4.12,0.5300029342723004
1.93,9.62,3.08,1.5,0.13418700372133427
8.78,17.0,2.31,1.53,0.415907793514016
7.03,10.35,2.6,5.64,0.4739093923154643
2.7,10.02,3.12,1.52,0.20476885843016507
2.25,7.63,6.93,4.63,0.16351972256136785
6.84,11.48,4.11,1.68,0.45668306738793135
0.84,8.34,4.02,0.44,0.033513630646860824
0.97,6.65,3.0,2.42,0.04559659573744865
1.27,5.72,2.17,0.5,0.07348036133111263
3.33,1.9,5.66,2.38,0.07689534424580827
3.33,3.25,1.89,1.47,0.12294563663498335
9.85,20.9,0.22,3.74,0.04034624413145522
2.63,2.7,5.67,0.88,0.08232483157937238
4.49,15.84,4.48,5.87,0.36884875444160264
7.88,19.38,2.91,0.15,0.04077527387392315
7.37,24.99,3.31,5.91,0.6070275821596245
1.5,7.48,1.45,2.9,0.094771162780039
7.99,8.58,7.26,3.31,0.44758711063942813
4.71,19.7,0.9,4.67,0.16505281690140844
2.51,7.09,4.84,5.42,0.1873525566188953
5.83,16.26,6.24,1.63,0.4430913094299615
8.29,10.51,1.49,2.17,0.2732541079812209
2.54,5.79,2.33,1.17,0.1639262309005662
6.71,14.54,5.22,2.13,0.5562320279258678
7.72,3.33,4.61,1.73,0.2620865802256306
5.32,8.16,6.35,5.36,0.34596162998837454
7.45,4.47,2.27,5.52,0.2948993216484904
4.43,23.54,3.2,5.72,0.3633488696590961
9.26,16.55,0.17,2.46,0.03117664319248866
9.12,22.14,1.58,2.46,0.2897593896713615
8.37,14.49,6.79,4.98,0.6312958053555191
9.08,3.02,1.25,0.59,0.16038274390410953
9.36,11.93,0.61,2.0,0.11186913145539935
3.58,20.26,5.91,4.17,0.2854338352402566
6.33,1.36,2.39,5.12,0.1488341646817495
1.1,5.49,3.45,5.07,0.057679560828036304
2.62,24.93,2.91,2.38,0.19743567872015652
1.31,17.04,2.02,3.81,0.0771981967436011
2.31,9.76,6.87,4.46,0.16901960734387403
1.63,15.23,5.07,0.63,0.10668757980880271
4.71,6.59,3.79,4.68,0.27632979652497147
1.67,3.17,2.23,5.72,0.06384119432769852
7.5,0.58,3.27,1.62,0.15639355574372438
6.42,11.54,7.72,1.39,0.3778508712316887
5.92,17.54,6.62,2.5,0.49992934175800235
6.9,7.65,3.54,5.38,0.3819438896695605
9.5,18.0,3.06,4.94,0.5611795774647891
9.52,10.96,3.49,4.1,0.5746489888533814
7.7,11.94,1.79,4.66,0.3282717136150236
3.27,4.46,5.09,0.63,0.16031677728614588
9.72,15.85,7.89,2.1,0.5708538342349151
9.71,3.72,0.42,0.29,0.07702464788732363
4.7,2.17,4.15,2.03,0.12834350759068072
3.42,15.93,1.39,4.62,0.25491490610328654
5.86,22.88,2.98,5.9,0.4944294569754965
5.8,24.34,0.31,4.4,0.05685152582159603
8.18,1.42,4.67,4.83,0.20734329769989593
5.65,1.69,5.58,0.46,0.12504417321336553
8.19,1.17,1.19,1.72,0.19864861347476676
6.37,24.41,1.03,0.94,0.18889377934272297
3.75,20.92,3.79,2.0,0.30101684212402363
5.66,6.59,3.27,2.06,0.30720160836723587
8.06,23.11,6.1,2.69,0.6960918990007272
5.09,3.21,6.0,3.62,0.17765953499499712
9.03,5.1,6.1,4.14,0.3657028489212775
2.73,16.72,7.4,5.52,0.2075188008214182
7.22,1.3,6.99,3.98,0.17378292419398386
3.17,4.76,1.02,0.4,0.1087340636637966
7.57,5.97,0.29,2.44,0.0531836854460093
4.88,4.31,0.45,1.22,0.08252640845070423
6.82,2.15,4.48,0.96,0.19219682549879513
2.04,9.89,0.9,1.12,0.14427012582259546
3.55,8.31,6.02,0.54,0.1467909859461228
8.62,20.42,6.15,1.93,0.5246418571777921
8.25,4.65,1.08,0.37,0.10057900888900437
9.4,7.77,7.35,1.71,0.46483812216272286
9.08,22.61,7.4,3.03,0.7895899403033619
8.67,23.77,2.66,2.57,0.48782276995305157
7.22,7.58,6.06,0.54,0.14679098594612425
5.28,3.15,2.42,1.63,0.18128693510165847
8.41,4.92,6.49,4.78,0.34033873825179234
5.04,5.92,1.89,2.84,0.2652809375498453
5.78,24.05,6.9,5.12,0.48709627726548804
8.24,7.79,7.14,5.65,0.4300389228554045
5.01,8.93,3.37,2.07,0.34940492253101874
2.2,15.5,4.54,2.83,0.15893648524261228
1.05,19.94,1.48,0.78,0.05303226656242577
6.27,10.03,0.57,2.2,0.10453345070422532
7.74,15.42,2.97,1.23,0.3343572457661667
6.35,22.2,5.21,4.9,0.5393451826992983
5.26,17.98,7.18,4.66,0.43943060915043325
9.11,10.84,7.24,3.77,0.557425767509801
8.71,1.08,5.3,5.1,0.21124759857805897
1.82,16.58,6.62,1.8,0.12410388162007291
4.11,14.28,4.2,0.33,0.08970560252263413
1.08,2.6,2.17,1.55,0.023669447996845467
7.45,14.36,6.14,0.51,0.13863593117133285
4.9,8.16,6.81,4.28,0.32667919174956495
8.71,1.26,5.79,3.29,0.21772707663118068
8.27,12.73,4.37,0.41,0.11145241525539287
6.72,6.9,0.26,0.49,0.047681924882629186
9.58,8.72,6.96,5.76,0.5038063048363944
9.44,22.05,7.17,1.81,0.4920216380786645
1.6,16.02,3.96,0.68,0.10393763741754944
6.81,14.12,6.92,3.69,0.5511818655299889
5.78,11.07,3.76,5.73,0.4338803662438986
1.47,11.21,5.28,2.65,0.09202122038878605
2.9,7.26,1.95,2.13,0.21419830202317675
8.73,12.68,2.0,2.37,0.3667840375586853
1.15,22.61,3.32,5.88,0.0623268550936467
3.54,20.93,2.13,0.55,0.14950933753771614
8.2,6.28,2.54,5.09,0.3796691245864461
4.98,20.71,3.06,2.45,0.4137644801654042
1.75,22.92,7.18,5.91,0.11768734937381532
4.08,20.48,3.38,2.78,0.33126620842780985
8.32,4.52,1.84,1.96,0.32319858049588496
7.9,9.38,2.93,5.99,0.4706597279110154
3.9,6.27,5.02,4.83,0.23738313847698325
0.79,15.51,0.38,3.21,0.02886633638125032
2.64,7.74,3.79,5.57,0.19926897364765864
7.14,23.43,5.31,0.14,0.03805692228232957
2.73,22.65,5.18,5.89,0.20751880082142335
1.64,7.49,2.96,2.03,0.10760422727255378
2.59,11.14,5.17,1.94,0.19468573632890335
0.89,17.74,3.73,3.38,0.038160924912471604
4.61,22.27,4.51,5.55,0.3798485240066154
5.15,7.39,2.91,3.18,0.31662563514013786
5.35,17.21,1.87,3.99,0.3429430751173702
7.81,16.95,3.91,5.95,0.6620558854031434
4.11,2.75,6.59,1.35,0.13125096569144065
7.16,4.56,0.23,1.04,0.042180164319248786
3.83,2.75,1.66,4.61,0.12272242192921207
7.72,20.46,6.75,2.58,0.6649258852331922
8.69,13.2,3.82,4.34,0.6163748710040592
2.22,19.76,3.49,0.85,0.16076978017011467
1.28,4.21,7.14,5.95,0.06956641607556835
3.63,7.37,1.83,4.96,0.2502380973028562
2.17,23.11,5.37,5.39,0.15618654285135924
5.58,17.3,4.99,5.0,0.4687633279904672
8.38,14.79,5.1,5.54,0.6386414961131607
9.31,16.64,0.16,0.72,0.02934272300469357
8.59,2.21,1.79,1.46,0.24826923172773352
6.04,14.46,2.39,1.32,0.3588224100905203
7.67,23.39,0.52,0.89,0.09536384976525843
6.46,20.13,6.35,4.35,0.5494283048005592
8.89,5.51,0.95,3.73,0.1742224178403756
8.24,14.59,7.71,4.79,0.6276229599766983
7.04,1.6,0.95,4.73,0.17422241784037604
2.26,19.53,0.48,1.78,0.08802816901408458
6.27,19.1,0.18,2.02,0.03301056338028169
2.22,24.97,5.4,2.49,0.16076978017011467
0.85,15.01,5.17,4.92,0.03444308949998297
2.96,24.54,3.57,1.85,0.2286016924876921
3.55,13.04,7.5,4.44,0.28268389284900397
5.81,4.15,1.28,3.06,0.23278429350535582
7.31,18.8,1.88,0.69,0.18756625982005215
3.91,22.96,4.41,1.99,0.3156832015440419
3.3,3.39,3.84,4.77,0.12652026747987702
9.69,12.59,1.42,4.13,0.26041666666666663
7.59,1.89,6.82,4.99,0.2062910747681926
4.78,14.05,5.74,4.09,0.3954315308903829
4.46,13.68,6.2,2.11,0.366098812050349
7.51,11.11,3.08,2.06,0.514205230930631
9.65,19.32,0.26,5.75,0.04768192488262939
7.78,3.81,0.7,1.92,0.12837441314553993
6.28,15.45,2.28,2.73,0.4181338028169015
2.2,1.36,4.18,2.15,0.02303814418887727
5.47,23.67,1.23,0.11,0.029901867507546698
0.86,11.62,5.68,3.53,0.03537254835310523
5.0,8.91,2.55,2.32,0.34848671118631414
6.16,4.28,6.19,3.49,0.248382682646711
2.76,12.58,7.71,0.22,0.05980373501508977
2.08,11.26,5.14,1.35,0.14793671567760008
9.32,16.1,7.03,2.04,0.5545437246853511
8.31,9.52,2.1,5.48,0.38512323943662
1.01,23.58,3.72,5.96,0.04931443114993718
5.44,18.96,0.16,3.03,0.02934272300469486
7.4,19.59,1.35,2.57,0.24757922535211277
4.25,2.68,3.6,4.86,0.13299544055189652
3.07,10.87,7.69,0.29,0.07883219615625421
5.96,18.61,6.11,4.32,0.5035959316130069
7.29,1.57,4.32,4.72,0.1856342772142225
4.18,23.52,6.16,5.81,0.34043268306531993
9.3,12.08,6.06,4.05,0.6038959684934206
8.13,19.71,1.31,1.48,0.24024354460093908
2.73,20.48,6.5,3.02,0.20751880082141838
5.85,20.69,2.57,0.4,0.10873406366378958
4.88,22.85,6.34,2.26,0.4045980055278935
0.74,15.96,6.69,4.02,0.02421904211563958
4.31,3.17,7.3,1.73,0.15219261627502365
2.32,20.42,7.85,3.99,0.16993625480762495
6.29,8.05,0.26,1.23,0.04768192488262869
5.89,3.87,7.08,1.21,0.22578488908185812
5.27,12.85,4.87,2.03,0.44034725661418433
8.75,11.16,5.63,3.85,0.5561259017480216
1.26,15.6,4.45,5.4,0.07255090247799052
8.82,3.86,0.75,1.84,0.1375440140845071
9.87,0.64,5.42,3.69,0.23074141289172462
6.5,5.54,1.89,2.64,0.3003773131178937
1.05,1.96,0.8,3.48,0.0069326173961576885
4.04,7.41,2.59,1.32,0.26997964121401824
4.17,5.16,5.61,0.83,0.212311407757328
9.49,2.34,7.55,5.02,0.28036203114469105
6.84,22.82,1.2,1.14,0.2200704225352112
2.6,6.2,2.56,3.5,0.17609253121791016
9.85,12.99,3.46,2.27,0.6170658112920314
7.87,1.89,7.68,2.57,0.21481961853042067
3.21,24.35,7.49,3.89,0.25151787908146844
1.67,13.13,5.98,1.71,0.11035416966380682
9.39,4.95,0.62,3.9,0.1137030516431934
8.51,23.83,6.16,1.28,0.34794900372414217
9.78,22.99,1.39,3.4,0.25491490610328754
5.6,11.12,7.88,0.45,0.12232582162176676
6.31,5.21,4.27,4.7,0.28347905821475927
2.54,9.89,7.61,4.59,0.19010249901014825
5.77,5.63,3.46,4.67,0.2795794609294202
8.22,6.19,5.33,0.66,0.17941120504525537
7.33,12.5,6.39,4.02,0.5378678010317635
7.33,7.75,2.18,3.65,0.39916711101313995
2.08,20.4,4.23,1.44,0.14793671567759964
6.29,23.63,0.75,0.75,0.1375440140845068
8.45,2.83,0.41,2.15,0.07519072769953053
4.72,14.28,4.11,5.49,0.3899316461078768
7.71,24.6,3.86,0.6,0.1631010954956968
9.56,0.2,6.23,0.28,0.07611384456465488
7.64,23.45,3.18,1.52,0.4131894419224243
2.34,12.34,1.45,4.07,0.17176954973512748
3.75,8.15,3.74,3.3,0.27365248659283914
1.51,17.72,7.08,1.74,0.0956878102437901
1.89,19.04,1.55,0.34,0.09242395411422513
6.23,6.07,1.46,5.89,0.2677523474178403
2.99,22.6,1.51,4.93,0.23135163487894553
5.07,2.06,5.9,5.36,0.13565368795830524
1.71,18.17,3.62,4.55,0.11402075951881112
7.17,0.76,1.51,2.88,0.1528215357913625
9.34,8.62,5.07,0.17,0.04621197705711035
7.14,15.12,5.75,5.44,0.5892876363352553
1.55,6.61,7.97,1.02,0.09935440009879445
7.23,18.15,5.5,1.44,0.39144262918965245
2.23,16.69,1.57,4.0,0.16168642763386562
4.98,9.73,2.47,5.69,0.36639183240806567
5.13,14.08,7.6,3.96,0.42751419212166986
9.58,2.75,6.79,2.08,0.29786215990355114
8.12,21.41,2.24,2.51,0.41079812206572786
7.29,2.57,6.07,0.75,0.20387636936961429
9.15,6.98,4.65,0.79,0.21474977573599335
2.77,10.16,3.95,0.1,0.027183515915949596
8.9,0.29,6.21,2.88,0.1885971154692823
5.29,5.29,4.9,3.27,0.2529322128129394
1.73,6.03,0.63,0.49,0.11553697183098603
3.49,3.38,4.65,2.12,0.13236966340788506
6.8,18.56,4.72,1.73,0.4702748253459071
5.14,6.37,7.23,4.62,0.2831540917743143
4.98,24.14,4.42,2.04,0.41376448016540446
1.05,13.64,6.9,5.21,0.05303226656242577
6.09,9.9,5.24,4.6,0.4212549602542017
4.18,11.96,5.48,5.27,0.34043268306532076
7.93,0.66,1.08,5.13,0.1723707302593284
8.35,9.78,4.72,5.44,0.49828187534883145
9.12,19.6,1.76,4.41,0.32276995305164313
1.1,22.36,1.28,4.01,0.05767956082803635
6.14,19.44,4.46,0.45,0.12232582162176824
7.09,9.64,2.63,5.95,0.45278657368654635
5.94,17.8,4.26,4.64,0.5017626366855057
7.55,16.46,7.98,2.81,0.6388710489493368
7.09,19.96,3.07,2.8,0.5630134976525834
9.69,0.9,2.75,2.97,0.23461802369273788
8.22,7.02,5.3,4.95,0.40436657406025783
7.95,19.57,0.8,0.57,0.1467136150234741
3.14,1.0,4.05,2.43,0.03871072785583026
5.61,7.54,3.94,2.07,0.3364485880072763
2.03,16.27,5.42,4.99,0.14335347835884457
8.76,17.64,5.53,0.43,0.1168891184385898
1.19,20.33,1.94,2.2,0.0660446905061355
1.54,4.96,6.23,1.64,0.09843775263504326
4.55,3.88,5.46,4.4,0.18306442811728849
3.68,19.64,2.0,4.18,0.29460030987776753
7.33,24.22,1.94,0.65,0.1766928534536692
2.7,3.16,1.44,2.07,0.09954805292295149
4.2,22.6,1.65,5.83,0.30259683098591567
8.12,22.05,7.44,4.54,0.701591783783233
7.91,11.0,4.13,5.6,0.5236292577035327
3.84,1.14,6.13,3.48,0.06507168130271844
8.17,1.98,5.01,1.56,0.22719708301651287
9.04,2.84,6.76,0.62,0.16853779867888938
1.4,10.99,1.71,5.15,0.08556332642170027
0.55,8.96,5.09,5.49,0.00655932390631904
8.69,22.39,0.6,5.06,0.11003521126760582
7.82,22.57,2.56,5.48,0.46948356807511754
4.09,15.89,3.45,2.62,0.33218285589156116
5.51,8.96,6.36,3.84,0.37304886465717824
6.93,5.85,7.76,4.0,0.32442482971081527
2.05,18.79,1.47,0.47,0.12776252480496372
5.32,13.88,1.59,2.16,0.2915933098591551
9.46,7.2,1.33,5.96,0.2439113849765259
3.09,17.04,1.93,3.35,0.24051810951645586
3.92,24.04,3.52,3.55,0.316599849007793
9.45,24.73,0.9,5.02,0.16505281690140788
3.88,14.91,3.06,2.47,0.31293325915278875
1.67,14.36,4.42,1.22,0.1103541696638069
5.46,24.33,5.74,2.94,0.4577635584254545
9.17,14.43,1.17,3.33,0.2145686619718305
1.89,19.21,7.74,2.23,0.1305204138663299
4.41,10.6,2.35,4.79,0.36019390583130506
6.22,1.69,6.73,1.2,0.1573627084439789
9.79,9.48,4.97,0.56,0.15222768912931436
3.51,20.08,3.87,5.44,0.2790173029939997
5.79,23.22,7.86,2.78,0.4880129247292394
5.7,20.89,1.85,5.18,0.3392752347417839
5.96,18.16,0.73,4.62,0.13387617370892022
3.18,20.15,4.12,1.72,0.24876793669021563
9.53,19.15,7.89,2.25,0.6116291081088537
6.53,15.33,5.53,0.33,0.08970560252262776
2.99,22.74,3.45,5.77,0.23135163487894553
2.21,24.94,5.61,4.68,0.15985313270636342
4.03,22.68,4.41,4.12,0.3266829711090545
1.04,15.83,7.04,1.15,0.05210280770930352
7.4,0.73,7.42,5.9,0.1587472123014832
3.61,2.77,5.3,0.28,0.07611384456465899
4.88,6.87,3.84,0.21,0.057085383423493084
2.41,16.2,7.09,1.74,0.17818608198138491
8.34,16.6,0.37,2.31,0.06785504694835728
5.13,18.32,2.37,5.9,0.4275141921216696
6.88,9.38,0.87,1.17,0.15955105633802796
4.93,12.42,6.16,4.38,0.40918124284664864
2.09,14.91,0.26,2.45,0.04768192488262918
7.66,10.05,6.7,5.86,0.4846332848501438
6.11,3.71,3.1,0.16,0.043493625465514996
6.07,20.56,5.08,4.74,0.5136790537142687
8.02,21.29,2.21,5.24,0.4052963615023472
6.58,7.31,7.9,5.71,0.3604961046001981
5.79,21.1,2.17,2.55,0.397960680751176
1.92,13.05,4.02,1.36,0.13327035625758313
6.76,3.03,0.59,2.37,0.1082012910798122
4.16,8.06,2.14,2.1,0.290409843633709
1.72,10.15,7.25,1.42,0.11493740698256229
6.88,3.63,2.9,1.99,0.24730007902747997
9.38,10.76,5.55,3.65,0.5636001298782544
1.5,23.49,2.83,0.36,0.09477116278003955
3.07,8.46,0.83,3.76,0.1522153755868545
3.53,15.77,0.15,5.89,0.027508802816901417
1.79,16.52,5.75,1.11,0.12135393922881947
1.21,3.9,2.05,1.09,0.05917535034794997
6.77,10.58,4.35,0.38,0.10329736048060455
8.63,4.35,2.95,0.52,0.14135428276293055
1.45,16.68,5.57,4.09,0.09018792546128368
5.57,23.82,4.11,2.75,0.4678466805267159
2.55,2.56,4.43,1.96,0.0751755698895846
5.29,5.23,6.72,6.0,0.25098241417027
3.29,21.07,7.0,5.98,0.2588510587914766
3.49,18.93,1.91,3.79,0.2771840080664979
7.08,18.55,1.74,5.11,0.3191021126760563
4.27,5.49,4.39,5.19,0.2262849646964584
9.67,18.73,0.14,0.89,0.02567488262910778
0.86,2.62,3.13,2.1,0.013234522553460934
1.23,22.07,4.96,4.8,0.06976252591862418
3.78,10.31,2.61,2.69,0.30376678451527817
6.14,12.38,6.72,5.41,0.48047959198768797
